CONFIG: Time_ms MaxBundling PiggyBacking PreFetching DrpAllocation DrpMinResc DrpMaxResc DrpMinTime DrpMaxTime DrpIdle Scheduler DataCaching
CONFIG: 1194385955793 1 true false disabled 0 0 0 0 0 Round-Robin false
STATE: Time_ms ResourceAllocated ResourceRegistered ResourceFree ResourcePending ResourceActive TaskNumQueues TaskSubmit TaskWaitQueue TaskDispatch TaskActive TaskDeliveryQueue TaskDelivered CacheSize CacheHits CacheMisses SystemNumThreads SystemCPUuser SystemCPUsystem SystemCPUidle SystemHeapSize SystemHeapFree SystemHeapMax SubmitTP DispatchTP DeliverTP 
STATE: 1194386136827 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 4 0 96 1524 1498 1524 0.0 0.0 0.0
STATE: 1194386137827 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1498 1524 0.0 0.0 0.0
STATE: 1194386138828 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1498 1524 0.0 0.0 0.0
STATE: 1194386139827 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1497 1524 0.0 0.0 0.0
STATE: 1194386140826 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1497 1524 0.0 0.0 0.0
STATE: 1194386141832 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1497 1524 0.0 0.0 0.0
STATE: 1194386142827 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1496 1524 0.0 0.0 0.0
STATE: 1194386143831 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1496 1524 0.0 0.0 0.0
STATE: 1194386144827 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 98 1524 1496 1524 0.0 0.0 0.0
STATE: 1194386145827 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1496 1524 0.0 0.0 0.0
STATE: 1194386146834 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 1 99 1524 1495 1524 0.0 0.0 0.0
STATE: 1194386147830 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1495 1524 0.0 0.0 0.0
STATE: 1194386148826 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1495 1524 0.0 0.0 0.0
STATE: 1194386149828 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1494 1524 0.0 0.0 0.0
STATE: 1194386150823 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1494 1524 0.0 0.0 0.0
STATE: 1194386151826 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1494 1524 0.0 0.0 0.0
STATE: 1194386152828 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 1 98 1524 1493 1524 0.0 0.0 0.0
STATE: 1194386153826 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1493 1524 0.0 0.0 0.0
STATE: 1194386154833 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 1 98 1524 1493 1524 0.0 0.0 0.0
STATE: 1194386155823 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1492 1524 0.0 0.0 0.0
STATE: 1194386156829 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1492 1524 0.0 0.0 0.0
STATE: 1194386157965 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 0 0 99 1524 1492 1524 0.0 0.0 0.0
STATE: 1194386158826 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 0 0 99 1524 1491 1524 0.0 0.0 0.0
STATE: 1194386159831 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 5 0 95 1524 1491 1524 0.0 0.0 0.0
STATE: 1194386160828 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 1 99 1524 1491 1524 0.0 0.0 0.0
STATE: 1194386161829 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1490 1524 0.0 0.0 0.0
STATE: 1194386162832 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 1 99 1524 1490 1524 0.0 0.0 0.0
STATE: 1194386163826 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1490 1524 0.0 0.0 0.0
STATE: 1194386164828 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1489 1524 0.0 0.0 0.0
STATE: 1194386165826 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1489 1524 0.0 0.0 0.0
STATE: 1194386166826 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 1 99 1524 1489 1524 0.0 0.0 0.0
STATE: 1194386167829 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1488 1524 0.0 0.0 0.0
STATE: 1194386168826 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1488 1524 0.0 0.0 0.0
STATE: 1194386169821 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1488 1524 0.0 0.0 0.0
STATE: 1194386170826 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 1 99 1524 1487 1524 0.0 0.0 0.0
STATE: 1194386171826 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1487 1524 0.0 0.0 0.0
STATE: 1194386172825 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1487 1524 0.0 0.0 0.0
STATE: 1194386173824 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 1 98 1524 1486 1524 0.0 0.0 0.0
STATE: 1194386174822 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1486 1524 0.0 0.0 0.0
STATE: 1194386175969 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 0 1 99 1524 1486 1524 0.0 0.0 0.0
STATE: 1194386176827 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 3 0 98 1524 1485 1524 0.0 0.0 0.0
STATE: 1194386177827 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 3 0 97 1524 1485 1524 0.0 0.0 0.0
STATE: 1194386178828 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1485 1524 0.0 0.0 0.0
STATE: 1194386179828 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1484 1524 0.0 0.0 0.0
STATE: 1194386180822 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1484 1524 0.0 0.0 0.0
STATE: 1194386181828 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1484 1524 0.0 0.0 0.0
STATE: 1194386182822 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 1 99 1524 1483 1524 0.0 0.0 0.0
STATE: 1194386183828 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 1 99 1524 1483 1524 0.0 0.0 0.0
STATE: 1194386184826 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 1 98 1524 1483 1524 0.0 0.0 0.0
STATE: 1194386185826 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1482 1524 0.0 0.0 0.0
STATE: 1194386186829 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1482 1524 0.0 0.0 0.0
STATE: 1194386187826 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 1 98 1524 1482 1524 0.0 0.0 0.0
STATE: 1194386188825 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1481 1524 0.0 0.0 0.0
STATE: 1194386189825 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1481 1524 0.0 0.0 0.0
STATE: 1194386190823 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 1 98 1524 1481 1524 0.0 0.0 0.0
STATE: 1194386191826 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1480 1524 0.0 0.0 0.0
STATE: 1194386192823 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 1 99 1524 1480 1524 0.0 0.0 0.0
STATE: 1194386193833 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 1 98 1524 1480 1524 0.0 0.0 0.0
STATE: 1194386194821 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1479 1524 0.0 0.0 0.0
STATE: 1194386195963 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1479 1524 0.0 0.0 0.0
STATE: 1194386196824 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 4 0 96 1524 1479 1524 0.0 0.0 0.0
STATE: 1194386197827 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1478 1524 0.0 0.0 0.0
STATE: 1194386198824 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1478 1524 0.0 0.0 0.0
STATE: 1194386199828 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1478 1524 0.0 0.0 0.0
STATE: 1194386200826 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 0 0 99 1524 1477 1524 0.0 0.0 0.0
STATE: 1194386201823 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1477 1524 0.0 0.0 0.0
STATE: 1194386202825 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1477 1524 0.0 0.0 0.0
STATE: 1194386203828 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 1 98 1524 1476 1524 0.0 0.0 0.0
STATE: 1194386204826 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1476 1524 0.0 0.0 0.0
STATE: 1194386205827 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1476 1524 0.0 0.0 0.0
STATE: 1194386206820 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1475 1524 0.0 0.0 0.0
STATE: 1194386207827 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1475 1524 0.0 0.0 0.0
STATE: 1194386208825 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1475 1524 0.0 0.0 0.0
STATE: 1194386209822 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1474 1524 0.0 0.0 0.0
STATE: 1194386210829 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1474 1524 0.0 0.0 0.0
STATE: 1194386211826 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1474 1524 0.0 0.0 0.0
STATE: 1194386212826 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1473 1524 0.0 0.0 0.0
STATE: 1194386213826 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1473 1524 0.0 0.0 0.0
STATE: 1194386214825 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 1 99 1524 1473 1524 0.0 0.0 0.0
STATE: 1194386215962 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 1 0 99 1524 1473 1524 0.0 0.0 0.0
STATE: 1194386216829 0 0 0 0 0 1 0 100 0 0 0 0 0 0 0 0 30 4 0 96 1524 1472 1524 0.0 0.0 0.0
STATE: 1194386217826 0 2 0 2 0 1 0 100 0 0 0 0 0 0 0 0 30 1 1 98 1524 1471 1524 0.0 0.0 0.0
STATE: 1194386218835 0 2 0 0 2 1 0 72 0 2 0 26 0 0 0 0 31 3 1 96 1524 1459 1524 0.0 0.0 24.186046511627907
STATE: 1194386219828 0 2 0 0 2 1 0 43 0 2 0 55 0 0 0 0 31 12 1 87 1524 1448 1524 0.0 0.0 29.322548028311427
STATE: 1194386220827 0 2 0 0 2 1 0 6 0 2 0 92 0 0 0 0 31 12 1 88 1524 1435 1524 0.0 0.0 40.26115342763874
STATE: 1194386221825 0 2 2 0 0 1 0 0 0 0 0 100 0 0 0 0 31 9 2 89 1524 1431 1524 0.0 0.0 7.850834151128558
STATE: 1194386222826 0 2 2 0 0 0 0 0 0 0 0 100 0 0 0 0 31 3 0 97 1524 1429 1524 0.0 0.0 0.0
STATE: 1194386223823 0 2 2 0 0 0 0 0 0 0 0 100 0 0 0 0 31 4 1 95 1524 1429 1524 0.0 0.0 0.0
STATE: 1194386224821 0 2 2 0 0 0 0 0 0 0 0 100 0 0 0 0 31 1 0 99 1524 1428 1524 0.0 0.0 0.0
STATE: 1194386225825 0 2 2 0 0 0 0 0 0 0 0 100 0 0 0 0 31 1 0 99 1524 1428 1524 0.0 0.0 0.0
STATE: 1194386226826 0 2 2 0 0 0 0 0 0 0 0 100 0 0 0 0 31 1 0 99 1524 1428 1524 0.0 0.0 0.0
STATE: 1194386227827 0 2 2 0 0 0 0 0 0 0 0 100 0 0 0 0 31 1 0 99 1524 1427 1524 0.0 0.0 0.0
STATE: 1194386228828 0 2 2 0 0 0 0 0 0 0 0 100 0 0 0 0 31 1 0 99 1524 1427 1524 0.0 0.0 0.0
STATE: 1194386229829 0 2 2 0 0 0 0 0 0 0 0 100 0 0 0 0 31 1 0 99 1524 1427 1524 0.0 0.0 0.0
STATE: 1194386230823 0 2 2 0 0 0 0 0 0 0 0 100 0 0 0 0 31 1 0 99 1524 1426 1524 0.0 0.0 0.0
STATE: 1194386231824 0 2 2 0 0 0 0 0 0 0 0 100 0 0 0 0 31 1 0 99 1524 1426 1524 0.0 0.0 0.0
STATE: 1194386232818 0 2 2 0 0 0 0 0 0 0 0 100 0 0 0 0 31 1 0 99 1524 1426 1524 0.0 0.0 0.0
STATE: 1194386233832 0 2 2 0 0 0 0 0 0 0 0 100 0 0 0 0 31 1 1 99 1524 1425 1524 0.0 0.0 0.0
STATE: 1194386234833 0 2 2 0 0 0 0 0 0 0 0 100 0 0 0 0 31 22 4 74 1524 1425 1524 0.0 0.0 0.0
STATE: 1194386235824 0 2 2 0 0 0 0 0 0 0 0 100 0 0 0 0 31 26 2 72 1524 1424 1524 0.0 0.0 0.0
STATE: 1194386236835 0 2 2 0 0 1 0 0 0 0 0 100 0 0 0 0 31 26 3 70 1524 1423 1524 0.0 0.0 0.0
STATE: 1194386237824 0 2 0 0 2 1 0 68 0 2 0 130 0 0 0 0 31 22 2 76 1524 1495 1524 0.0 0.0 36.231884057971016
STATE: 1194386238835 0 2 0 0 2 1 0 37 0 2 1 160 0 0 0 0 31 12 2 86 1524 1483 1524 0.0 0.0 29.67359050445104
STATE: 1194386239826 0 2 0 0 2 1 0 0 0 2 0 198 0 0 0 0 31 12 1 82 1524 1469 1524 0.0 0.0 38.26787512588117
STATE: 1194386240824 0 2 2 0 0 1 0 0 0 0 0 200 0 0 0 0 31 9 2 90 1524 1467 1524 0.0 0.0 1.9980019980019983
STATE: 1194386241823 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 3 1 97 1524 1466 1524 0.0 0.0 0.0
STATE: 1194386242826 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 1 98 1524 1466 1524 0.0 0.0 0.0
STATE: 1194386243829 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 0 99 1524 1466 1524 0.0 0.0 0.0
STATE: 1194386244828 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 0 99 1524 1465 1524 0.0 0.0 0.0
STATE: 1194386245826 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 0 99 1524 1465 1524 0.0 0.0 0.0
STATE: 1194386246825 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 0 99 1524 1465 1524 0.0 0.0 0.0
STATE: 1194386247820 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 1 99 1524 1464 1524 0.0 0.0 0.0
STATE: 1194386248826 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 0 99 1524 1464 1524 0.0 0.0 0.0
STATE: 1194386249826 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 0 99 1524 1464 1524 0.0 0.0 0.0
STATE: 1194386250826 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 1 99 1524 1463 1524 0.0 0.0 0.0
STATE: 1194386251821 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 1 99 1524 1463 1524 0.0 0.0 0.0
STATE: 1194386252825 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 0 99 1524 1463 1524 0.0 0.0 0.0
STATE: 1194386253826 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 1 98 1524 1462 1524 0.0 0.0 0.0
STATE: 1194386254843 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 1 99 1524 1462 1524 0.0 0.0 0.0
STATE: 1194386255823 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 0 99 1524 1462 1524 0.0 0.0 0.0
STATE: 1194386256823 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 0 99 1524 1461 1524 0.0 0.0 0.0
STATE: 1194386257830 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 0 99 1524 1461 1524 0.0 0.0 0.0
STATE: 1194386258825 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 0 99 1524 1461 1524 0.0 0.0 0.0
STATE: 1194386259821 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 0 99 1524 1460 1524 0.0 0.0 0.0
STATE: 1194386260821 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 0 99 1524 1460 1524 0.0 0.0 0.0
STATE: 1194386261820 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 4 0 96 1524 1460 1524 0.0 0.0 0.0
STATE: 1194386262824 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 0 99 1524 1459 1524 0.0 0.0 0.0
STATE: 1194386263826 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 1 99 1524 1459 1524 0.0 0.0 0.0
STATE: 1194386264827 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 0 99 1524 1459 1524 0.0 0.0 0.0
STATE: 1194386265825 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 0 99 1524 1458 1524 0.0 0.0 0.0
STATE: 1194386266826 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 1 99 1524 1458 1524 0.0 0.0 0.0
STATE: 1194386267825 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 0 99 1524 1458 1524 0.0 0.0 0.0
STATE: 1194386268821 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 1 99 1524 1457 1524 0.0 0.0 0.0
STATE: 1194386269821 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 0 99 1524 1457 1524 0.0 0.0 0.0
STATE: 1194386270827 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 0 99 1524 1457 1524 0.0 0.0 0.0
STATE: 1194386271823 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 0 99 1524 1456 1524 0.0 0.0 0.0
STATE: 1194386272826 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 1 98 1524 1456 1524 0.0 0.0 0.0
STATE: 1194386273825 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 1 98 1524 1456 1524 0.0 0.0 0.0
STATE: 1194386274821 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 0 99 1524 1455 1524 0.0 0.0 0.0
STATE: 1194386275823 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 0 0 99 1524 1455 1524 0.0 0.0 0.0
STATE: 1194386276826 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 1 99 1524 1455 1524 0.0 0.0 0.0
STATE: 1194386277822 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 0 99 1524 1455 1524 0.0 0.0 0.0
STATE: 1194386278824 0 2 2 0 0 0 0 0 0 0 0 200 0 0 0 0 31 1 0 99 1524 1454 1524 0.0 0.0 0.0
