//time_ms taskID state
1332867390223 scott:50506:2_141754829 FAILED_STALE_NFS_HANDLE_-557
1332867390224 scott:50506:2_141754829 WAIT_QUEUE
1332867390224 scott:50506:3_412239827 RUN_STATE_scott:50532
1332867390344 scott:50506:3_412239827 FAILED_STALE_NFS_HANDLE_-557
1332867390344 scott:50506:3_412239827 WAIT_QUEUE
1332867390344 scott:50506:4_638598936 RUN_STATE_scott:50532
1332867390462 scott:50506:4_638598936 FAILED_STALE_NFS_HANDLE_-557
1332867390462 scott:50506:4_638598936 WAIT_QUEUE
1332867390462 scott:50506:5_2048108540 RUN_STATE_scott:50532
1332867390581 scott:50506:5_2048108540 FAILED_STALE_NFS_HANDLE_-557
1332867390581 scott:50506:5_2048108540 WAIT_QUEUE
1332867390582 scott:50506:6_80262283 RUN_STATE_scott:50532
1332867390705 scott:50506:6_80262283 FAILED_STALE_NFS_HANDLE_-557
1332867390705 scott:50506:6_80262283 WAIT_QUEUE
1332867390706 scott:50506:7_34998848 RUN_STATE_scott:50532
1332867390820 scott:50506:7_34998848 FAILED_STALE_NFS_HANDLE_-557
1332867390820 scott:50506:7_34998848 WAIT_QUEUE
1332867390820 scott:50506:8_141143406 RUN_STATE_scott:50532
1332867390939 scott:50506:8_141143406 FAILED_STALE_NFS_HANDLE_-557
1332867390939 scott:50506:8_141143406 WAIT_QUEUE
1332867390940 scott:50506:9_976843063 RUN_STATE_scott:50532
1332867391059 scott:50506:9_976843063 FAILED_STALE_NFS_HANDLE_-557
1332867391059 scott:50506:9_976843063 WAIT_QUEUE
1332867391060 scott:50506:10_2139444131 RUN_STATE_scott:50532
1332867391177 scott:50506:10_2139444131 FAILED_STALE_NFS_HANDLE_-557
1332867391178 scott:50506:10_2139444131 WAIT_QUEUE
1332867391178 scott:50506:1_318291481 RUN_STATE_scott:50532
1332867391288 scott:50506:1_318291481 FAILED_STALE_NFS_HANDLE_-557
1332867391288 scott:50506:1_318291481 WAIT_QUEUE
1332867391289 scott:50506:2_141754829 RUN_STATE_scott:50532
1332867391394 scott:50506:2_141754829 FAILED_STALE_NFS_HANDLE_-557
1332867391394 scott:50506:2_141754829 WAIT_QUEUE
1332867391395 scott:50506:3_412239827 RUN_STATE_scott:50532
1332867391517 scott:50506:3_412239827 FAILED_STALE_NFS_HANDLE_-557
1332867391517 scott:50506:3_412239827 WAIT_QUEUE
1332867391518 scott:50506:4_638598936 RUN_STATE_scott:50532
1332867391637 scott:50506:4_638598936 FAILED_STALE_NFS_HANDLE_-557
1332867391637 scott:50506:4_638598936 WAIT_QUEUE
1332867391638 scott:50506:5_2048108540 RUN_STATE_scott:50532
1332867391754 scott:50506:5_2048108540 FAILED_STALE_NFS_HANDLE_-557
1332867391755 scott:50506:5_2048108540 WAIT_QUEUE
1332867391755 scott:50506:6_80262283 RUN_STATE_scott:50532
1332867391877 scott:50506:6_80262283 FAILED_STALE_NFS_HANDLE_-557
1332867391877 scott:50506:6_80262283 WAIT_QUEUE
1332867391878 scott:50506:7_34998848 RUN_STATE_scott:50532
1332867391990 scott:50506:7_34998848 FAILED_STALE_NFS_HANDLE_-557
1332867391990 scott:50506:7_34998848 WAIT_QUEUE
1332867391991 scott:50506:8_141143406 RUN_STATE_scott:50532
1332867392105 scott:50506:8_141143406 FAILED_STALE_NFS_HANDLE_-557
1332867392105 scott:50506:8_141143406 WAIT_QUEUE
1332867392106 scott:50506:9_976843063 RUN_STATE_scott:50532
1332867392215 scott:50506:9_976843063 FAILED_STALE_NFS_HANDLE_-557
1332867392215 scott:50506:9_976843063 WAIT_QUEUE
1332867392216 scott:50506:10_2139444131 RUN_STATE_scott:50532
1332867392333 scott:50506:10_2139444131 FAILED_STALE_NFS_HANDLE_-557
1332867392333 scott:50506:10_2139444131 WAIT_QUEUE
1332867392334 scott:50506:1_318291481 RUN_STATE_scott:50532
1332867392450 scott:50506:1_318291481 FAILED_STALE_NFS_HANDLE_-557
1332867392450 scott:50506:1_318291481 WAIT_QUEUE
1332867392451 scott:50506:2_141754829 RUN_STATE_scott:50532
1332867392553 scott:50506:2_141754829 FAILED_STALE_NFS_HANDLE_-557
1332867392553 scott:50506:2_141754829 WAIT_QUEUE
1332867913275 scott:50381:1_1497628016 WAIT_QUEUE
1332867913275 scott:50381:2_2106286467 WAIT_QUEUE
1332867913275 scott:50381:3_962043772 WAIT_QUEUE
1332867913275 scott:50381:4_423687972 WAIT_QUEUE
1332867913275 scott:50381:5_1888449677 WAIT_QUEUE
1332867913275 scott:50381:6_269765930 WAIT_QUEUE
1332867913275 scott:50381:7_96272800 WAIT_QUEUE
1332867913275 scott:50381:8_381033377 WAIT_QUEUE
1332867913275 scott:50381:9_1110141651 WAIT_QUEUE
1332867913276 scott:50381:10_333817498 WAIT_QUEUE
1332867960795 scott:50506:3_412239827 RUN_STATE_scott:50199
1332867960928 scott:50506:3_412239827 FAILED_STALE_NFS_HANDLE_-557
1332867960928 scott:50506:3_412239827 WAIT_QUEUE
1332867960929 scott:50506:4_638598936 RUN_STATE_scott:50199
1332867961047 scott:50506:4_638598936 FAILED_STALE_NFS_HANDLE_-557
1332867961047 scott:50506:4_638598936 WAIT_QUEUE
1332868085589 scott:50506:5_2048108540 RUN_STATE_scott:50045
1332868085730 scott:50506:5_2048108540 FAILED_STALE_NFS_HANDLE_-557
1332868085731 scott:50506:5_2048108540 WAIT_QUEUE
1332868085731 scott:50506:6_80262283 RUN_STATE_scott:50045
1332868085846 scott:50506:6_80262283 FAILED_STALE_NFS_HANDLE_-557
1332868085846 scott:50506:6_80262283 WAIT_QUEUE
