taskNum taskID workerID startTimeStamp submitTimeStamp resultsQueueTimeStamp endTimeStamp submitTime queueExecTime resultsTime totalTime exitCode
1267478708875 falkon:50161:6013_1661683446 QUEUE_50161 1267478706683 0 1267478708875 1267478708875 -1267478706683 1267478708875 0 2192 -88888
1267478708876 falkon:50161:6012_449522576 QUEUE_50161 1267478706683 0 1267478708876 1267478708876 -1267478706683 1267478708876 0 2193 -88888
1267478708876 falkon:50161:6019_1737007260 QUEUE_50161 1267478706683 0 1267478708876 1267478708876 -1267478706683 1267478708876 0 2193 -88888
1267478708876 falkon:50161:6022_1734920281 QUEUE_50161 1267478706683 0 1267478708876 1267478708876 -1267478706683 1267478708876 0 2193 -88888
1267478708876 falkon:50161:6024_169768044 QUEUE_50161 1267478706683 0 1267478708876 1267478708876 -1267478706683 1267478708876 0 2193 -88888
1267478708878 falkon:50161:6023_281795446 QUEUE_50161 1267478706683 0 1267478708878 1267478708878 -1267478706683 1267478708878 0 2195 -88888
1267478708878 falkon:50161:6026_1986661705 QUEUE_50161 1267478706683 0 1267478708878 1267478708878 -1267478706683 1267478708878 0 2195 -88888
1267478708878 falkon:50161:6030_1847449781 QUEUE_50161 1267478706683 0 1267478708878 1267478708878 -1267478706683 1267478708878 0 2195 -88888
1267478708878 falkon:50161:6031_815773062 QUEUE_50161 1267478706683 0 1267478708878 1267478708878 -1267478706683 1267478708878 0 2195 -88888
1267478708878 falkon:50161:6032_1316882676 QUEUE_50161 1267478706683 0 1267478708878 1267478708878 -1267478706683 1267478708878 0 2195 -88888
1267478708878 falkon:50161:6025_711190431 QUEUE_50161 1267478706683 0 1267478708878 1267478708878 -1267478706683 1267478708878 0 2195 -88888
1267478708879 falkon:50161:6029_1943404512 QUEUE_50161 1267478706683 0 1267478708879 1267478708879 -1267478706683 1267478708879 0 2196 -88888
1267478708881 falkon:50161:6027_780295702 QUEUE_50161 1267478706683 0 1267478708881 1267478708881 -1267478706683 1267478708881 0 2198 -88888
1267478708902 falkon:50161:6021_575430494 QUEUE_50161 1267478706683 0 1267478708902 1267478708902 -1267478706683 1267478708902 0 2219 -88888
1267478708902 falkon:50161:6033_1869845524 QUEUE_50161 1267478706683 0 1267478708902 1267478708902 -1267478706683 1267478708902 0 2219 -88888
1267478708903 falkon:50161:6036_210947779 QUEUE_50161 1267478706683 0 1267478708903 1267478708903 -1267478706683 1267478708903 0 2220 -88888
1267478708903 falkon:50161:6035_619434169 QUEUE_50161 1267478706683 0 1267478708903 1267478708903 -1267478706683 1267478708903 0 2220 -88888
1267478708903 falkon:50161:6034_175557229 QUEUE_50161 1267478706683 0 1267478708903 1267478708903 -1267478706683 1267478708903 0 2220 -88888
1267478708903 falkon:50161:6038_31286360 QUEUE_50161 1267478706683 0 1267478708903 1267478708903 -1267478706683 1267478708903 0 2220 -88888
1267478708904 falkon:50161:6039_545197993 QUEUE_50161 1267478706683 0 1267478708904 1267478708904 -1267478706683 1267478708904 0 2221 -88888
1267478708905 falkon:50161:6042_1585094616 QUEUE_50161 1267478706683 0 1267478708905 1267478708905 -1267478706683 1267478708905 0 2222 -88888
1267478708912 falkon:50161:6028_925808727 QUEUE_50161 1267478706683 0 1267478708912 1267478708912 -1267478706683 1267478708912 0 2229 -88888
1267478708921 falkon:50161:6040_1118707558 QUEUE_50161 1267478706683 0 1267478708920 1267478708920 -1267478706683 1267478708920 0 2237 -88888
1267478708921 falkon:50161:6037_2061037071 QUEUE_50161 1267478706683 0 1267478708921 1267478708921 -1267478706683 1267478708921 0 2238 -88888
1267478708921 falkon:50161:6044_1291376342 QUEUE_50161 1267478706683 0 1267478708921 1267478708921 -1267478706683 1267478708921 0 2238 -88888
1267478708926 falkon:50161:6015_29151474 QUEUE_50161 1267478706683 0 1267478708926 1267478708926 -1267478706683 1267478708926 0 2243 -88888
1267478708926 falkon:50161:6048_980668854 QUEUE_50161 1267478706683 0 1267478708926 1267478708926 -1267478706683 1267478708926 0 2243 -88888
1267478708926 falkon:50161:6043_2031217166 QUEUE_50161 1267478706683 0 1267478708926 1267478708926 -1267478706683 1267478708926 0 2243 -88888
1267478708928 falkon:50161:6045_175219395 QUEUE_50161 1267478706683 0 1267478708928 1267478708928 -1267478706683 1267478708928 0 2245 -88888
1267478708928 falkon:50161:6041_1856432949 QUEUE_50161 1267478706683 0 1267478708928 1267478708928 -1267478706683 1267478708928 0 2245 -88888
1267478708929 falkon:50161:6047_1075709884 QUEUE_50161 1267478706683 0 1267478708929 1267478708929 -1267478706683 1267478708929 0 2246 -88888
1267478708929 falkon:50161:6050_209110447 QUEUE_50161 1267478706683 0 1267478708929 1267478708929 -1267478706683 1267478708929 0 2246 -88888
1267478708934 falkon:50161:6049_705095353 QUEUE_50161 1267478706683 0 1267478708934 1267478708934 -1267478706683 1267478708934 0 2251 -88888
1267478708934 falkon:50161:6056_1655831916 QUEUE_50161 1267478706683 0 1267478708934 1267478708934 -1267478706683 1267478708934 0 2251 -88888
1267478708934 falkon:50161:6055_1211677242 QUEUE_50161 1267478706683 0 1267478708934 1267478708934 -1267478706683 1267478708934 0 2251 -88888
1267478708936 falkon:50161:6046_1416836940 QUEUE_50161 1267478706683 0 1267478708936 1267478708936 -1267478706683 1267478708936 0 2253 -88888
1267478708943 falkon:50161:6054_1909849693 QUEUE_50161 1267478706683 0 1267478708943 1267478708943 -1267478706683 1267478708943 0 2260 -88888
1267478708944 falkon:50161:6063_1425455990 QUEUE_50161 1267478706683 0 1267478708944 1267478708944 -1267478706683 1267478708944 0 2261 -88888
1267478708945 falkon:50161:6064_1404265440 QUEUE_50161 1267478706683 0 1267478708945 1267478708945 -1267478706683 1267478708945 0 2262 -88888
1267478708945 falkon:50161:6065_1759060703 QUEUE_50161 1267478706683 0 1267478708945 1267478708945 -1267478706683 1267478708945 0 2262 -88888
1267478708949 falkon:50161:6051_1032995994 QUEUE_50161 1267478706683 0 1267478708949 1267478708949 -1267478706683 1267478708949 0 2266 -88888
1267478708953 falkon:50161:6053_1730914659 QUEUE_50161 1267478706683 0 1267478708953 1267478708953 -1267478706683 1267478708953 0 2270 -88888
1267478708954 falkon:50161:6057_966128003 QUEUE_50161 1267478706683 0 1267478708954 1267478708954 -1267478706683 1267478708954 0 2271 -88888
1267478708956 falkon:50161:6052_1034435268 QUEUE_50161 1267478706683 0 1267478708956 1267478708956 -1267478706683 1267478708956 0 2273 -88888
1267478708957 falkon:50161:6058_1678073590 QUEUE_50161 1267478706683 0 1267478708957 1267478708957 -1267478706683 1267478708957 0 2274 -88888
1267478708958 falkon:50161:6059_1048938778 QUEUE_50161 1267478706683 0 1267478708958 1267478708958 -1267478706683 1267478708958 0 2275 -88888
1267478708958 falkon:50161:6069_1798244906 QUEUE_50161 1267478706683 0 1267478708958 1267478708958 -1267478706683 1267478708958 0 2275 -88888
1267478708960 falkon:50161:6066_1745040341 QUEUE_50161 1267478706683 0 1267478708960 1267478708960 -1267478706683 1267478708960 0 2277 -88888
1267478708966 falkon:50161:6062_556129627 QUEUE_50161 1267478706683 0 1267478708966 1267478708966 -1267478706683 1267478708966 0 2283 -88888
1267478708966 falkon:50161:6072_1610650239 QUEUE_50161 1267478706683 0 1267478708966 1267478708966 -1267478706683 1267478708966 0 2283 -88888
1267478708966 falkon:50161:6075_320729493 QUEUE_50161 1267478706683 0 1267478708966 1267478708966 -1267478706683 1267478708966 0 2283 -88888
1267478708966 falkon:50161:6070_2081394006 QUEUE_50161 1267478706683 0 1267478708966 1267478708966 -1267478706683 1267478708966 0 2283 -88888
1267478708967 falkon:50161:6076_1790825922 QUEUE_50161 1267478706683 0 1267478708967 1267478708967 -1267478706683 1267478708967 0 2284 -88888
1267478708969 falkon:50161:6071_1263302878 QUEUE_50161 1267478706683 0 1267478708969 1267478708969 -1267478706683 1267478708969 0 2286 -88888
1267478708969 falkon:50161:6060_361598839 QUEUE_50161 1267478706683 0 1267478708969 1267478708969 -1267478706683 1267478708969 0 2286 -88888
1267478708972 falkon:50161:6061_1431938845 QUEUE_50161 1267478706683 0 1267478708972 1267478708972 -1267478706683 1267478708972 0 2289 -88888
1267478708976 falkon:50161:6067_857291720 QUEUE_50161 1267478706683 0 1267478708976 1267478708976 -1267478706683 1267478708976 0 2293 -88888
1267478708979 falkon:50161:6077_774398221 QUEUE_50161 1267478706683 0 1267478708979 1267478708979 -1267478706683 1267478708979 0 2296 -88888
1267478708982 falkon:50161:6068_18774215 QUEUE_50161 1267478706683 0 1267478708982 1267478708982 -1267478706683 1267478708982 0 2299 -88888
1267478708982 falkon:50161:6081_119484426 QUEUE_50161 1267478706683 0 1267478708982 1267478708982 -1267478706683 1267478708982 0 2299 -88888
1267478708982 falkon:50161:6078_563938016 QUEUE_50161 1267478706683 0 1267478708982 1267478708982 -1267478706683 1267478708982 0 2299 -88888
1267478708982 falkon:50161:6073_295018945 QUEUE_50161 1267478706683 0 1267478708982 1267478708982 -1267478706683 1267478708982 0 2299 -88888
1267478708982 falkon:50161:6074_392066007 QUEUE_50161 1267478706683 0 1267478708982 1267478708982 -1267478706683 1267478708982 0 2299 -88888
1267478708983 falkon:50161:6088_1397973951 QUEUE_50161 1267478706683 0 1267478708983 1267478708983 -1267478706683 1267478708983 0 2300 -88888
1267478708987 falkon:50161:6079_875528759 QUEUE_50161 1267478706683 0 1267478708987 1267478708987 -1267478706683 1267478708987 0 2304 -88888
1267478708987 falkon:50161:6085_133126610 QUEUE_50161 1267478706683 0 1267478708987 1267478708987 -1267478706683 1267478708987 0 2304 -88888
1267478708988 falkon:50161:6080_1785893636 QUEUE_50161 1267478706683 0 1267478708988 1267478708988 -1267478706683 1267478708988 0 2305 -88888
1267478708989 falkon:50161:6089_339008964 QUEUE_50161 1267478706683 0 1267478708989 1267478708989 -1267478706683 1267478708989 0 2306 -88888
1267478708991 falkon:50161:6084_744568036 QUEUE_50161 1267478706683 0 1267478708991 1267478708991 -1267478706683 1267478708991 0 2308 -88888
1267478708991 falkon:50161:6093_394750289 QUEUE_50161 1267478706683 0 1267478708991 1267478708991 -1267478706683 1267478708991 0 2308 -88888
1267478708991 falkon:50161:6095_1321169697 QUEUE_50161 1267478706683 0 1267478708991 1267478708991 -1267478706683 1267478708991 0 2308 -88888
1267478708991 falkon:50161:6094_1508366327 QUEUE_50161 1267478706683 0 1267478708991 1267478708991 -1267478706683 1267478708991 0 2308 -88888
1267478708991 falkon:50161:6096_1434269649 QUEUE_50161 1267478706683 0 1267478708991 1267478708991 -1267478706683 1267478708991 0 2308 -88888
1267478708993 falkon:50161:6097_1879630947 QUEUE_50161 1267478706683 0 1267478708993 1267478708993 -1267478706683 1267478708993 0 2310 -88888
1267478708994 falkon:50161:6098_1771728900 QUEUE_50161 1267478706683 0 1267478708994 1267478708994 -1267478706683 1267478708994 0 2311 -88888
1267478708995 falkon:50161:6083_1672408431 QUEUE_50161 1267478706683 0 1267478708995 1267478708995 -1267478706683 1267478708995 0 2312 -88888
1267478708996 falkon:50161:6086_563911758 QUEUE_50161 1267478706683 0 1267478708996 1267478708996 -1267478706683 1267478708996 0 2313 -88888
1267478708996 falkon:50161:6082_228818982 QUEUE_50161 1267478706683 0 1267478708996 1267478708996 -1267478706683 1267478708996 0 2313 -88888
1267478708996 falkon:50161:6087_1309850341 QUEUE_50161 1267478706683 0 1267478708996 1267478708996 -1267478706683 1267478708996 0 2313 -88888
1267478708997 falkon:50161:6091_767042938 QUEUE_50161 1267478706683 0 1267478708997 1267478708997 -1267478706683 1267478708997 0 2314 -88888
1267478708998 falkon:50161:6101_1345329769 QUEUE_50161 1267478706683 0 1267478708998 1267478708998 -1267478706683 1267478708998 0 2315 -88888
1267478708998 falkon:50161:6105_632334851 QUEUE_50161 1267478706683 0 1267478708998 1267478708998 -1267478706683 1267478708998 0 2315 -88888
1267478708999 falkon:50161:6106_1680317013 QUEUE_50161 1267478706683 0 1267478708999 1267478708999 -1267478706683 1267478708999 0 2316 -88888
1267478709001 falkon:50161:6103_490760514 QUEUE_50161 1267478706683 0 1267478709001 1267478709001 -1267478706683 1267478709001 0 2318 -88888
1267478709001 falkon:50161:6100_1916359253 QUEUE_50161 1267478706683 0 1267478709001 1267478709001 -1267478706683 1267478709001 0 2318 -88888
1267478709003 falkon:50161:6090_570473936 QUEUE_50161 1267478706683 0 1267478709003 1267478709003 -1267478706683 1267478709003 0 2320 -88888
1267478709006 falkon:50161:6102_2129826418 QUEUE_50161 1267478706683 0 1267478709006 1267478709006 -1267478706683 1267478709006 0 2323 -88888
1267478709006 falkon:50161:6092_1180209247 QUEUE_50161 1267478706683 0 1267478709006 1267478709006 -1267478706683 1267478709006 0 2323 -88888
1267478709006 falkon:50161:6104_2039054190 QUEUE_50161 1267478706683 0 1267478709006 1267478709006 -1267478706683 1267478709006 0 2323 -88888
1267478709007 falkon:50161:6099_79671384 QUEUE_50161 1267478706683 0 1267478709007 1267478709007 -1267478706683 1267478709007 0 2324 -88888
1267478709008 falkon:50161:6108_1745723672 QUEUE_50161 1267478706683 0 1267478709008 1267478709008 -1267478706683 1267478709008 0 2325 -88888
1267478709008 falkon:50161:6111_758362871 QUEUE_50161 1267478706683 0 1267478709008 1267478709008 -1267478706683 1267478709008 0 2325 -88888
1267478709008 falkon:50161:6114_535882485 QUEUE_50161 1267478706683 0 1267478709008 1267478709008 -1267478706683 1267478709008 0 2325 -88888
1267478709008 falkon:50161:6116_1862857584 QUEUE_50161 1267478706683 0 1267478709008 1267478709008 -1267478706683 1267478709008 0 2325 -88888
1267478709040 falkon:50161:6118_685308687 QUEUE_50161 1267478706683 0 1267478709040 1267478709040 -1267478706683 1267478709040 0 2357 -88888
1267478709041 falkon:50161:5001_703379869 QUEUE_50161 1267478706618 0 1267478709041 1267478709041 -1267478706618 1267478709041 0 2423 -88888
1267478709041 falkon:50161:10001_931637215 QUEUE_50161 1267478706993 0 1267478709041 1267478709041 -1267478706993 1267478709041 0 2048 -88888
1267478709042 falkon:50161:6109_940180807 QUEUE_50161 1267478706683 1267478709040 1267478709042 1267478709042 2357 2 0 2359 -88888
1267478709042 falkon:50161:6110_1831587036 QUEUE_50161 1267478706683 1267478709040 1267478709042 1267478709042 2357 2 0 2359 -88888
1267478709047 falkon:50161:6112_373340185 QUEUE_50161 1267478706683 1267478709040 1267478709046 1267478709046 2357 6 0 2363 -88888
1267478709047 falkon:50161:6107_200776291 QUEUE_50161 1267478706683 1267478709040 1267478709047 1267478709047 2357 7 0 2364 -88888
1267478709047 falkon:50161:12001_1131358410 QUEUE_50161 1267478707048 0 1267478709047 1267478709047 -1267478707048 1267478709047 0 1999 -88888
1267478709047 falkon:50161:6121_692196757 QUEUE_50161 1267478706683 1267478709040 1267478709047 1267478709047 2357 7 0 2364 -88888
1267478709047 falkon:50161:6122_1282059515 QUEUE_50161 1267478706683 1267478709040 1267478709047 1267478709047 2357 7 0 2364 -88888
1267478709047 falkon:50161:12002_1746384337 QUEUE_50161 1267478707048 0 1267478709047 1267478709047 -1267478707048 1267478709047 0 1999 -88888
1267478709047 falkon:50161:13001_1247988267 QUEUE_50161 1267478707084 0 1267478709047 1267478709047 -1267478707084 1267478709047 0 1963 -88888
1267478709047 falkon:50161:13002_361340622 QUEUE_50161 1267478707084 0 1267478709047 1267478709047 -1267478707084 1267478709047 0 1963 -88888
1267478709048 falkon:50161:2_1944141044 QUEUE_50161 1267478706274 0 1267478709048 1267478709048 -1267478706274 1267478709048 0 2774 -88888
1267478709048 falkon:50161:1002_1690762459 QUEUE_50161 1267478706320 0 1267478709048 1267478709048 -1267478706320 1267478709048 0 2728 -88888
1267478709052 falkon:50161:3_1573099384 QUEUE_50161 1267478706274 0 1267478709052 1267478709052 -1267478706274 1267478709052 0 2778 -88888
1267478709053 falkon:50161:1003_1641048812 QUEUE_50161 1267478706320 0 1267478709053 1267478709053 -1267478706320 1267478709053 0 2733 -88888
1267478709056 falkon:50161:6115_1128080111 QUEUE_50161 1267478706683 1267478709040 1267478709056 1267478709056 2357 16 0 2373 -88888
1267478709057 falkon:50161:7001_355158745 QUEUE_50161 1267478706850 0 1267478709057 1267478709057 -1267478706850 1267478709057 0 2207 -88888
1267478709057 falkon:50161:1001_1867825219 QUEUE_50161 1267478706320 0 1267478709057 1267478709057 -1267478706320 1267478709057 0 2737 -88888
1267478709058 falkon:50161:6113_869919918 QUEUE_50161 1267478706683 1267478709040 1267478709058 1267478709058 2357 18 0 2375 -88888
1267478709058 falkon:50161:1_858382472 QUEUE_50161 1267478706274 0 1267478709058 1267478709058 -1267478706274 1267478709058 0 2784 -88888
1267478709059 falkon:50161:5004_1351699427 QUEUE_50161 1267478706618 0 1267478709059 1267478709059 -1267478706618 1267478709059 0 2441 -88888
1267478709060 falkon:50161:10004_880500438 QUEUE_50161 1267478706993 0 1267478709060 1267478709060 -1267478706993 1267478709060 0 2067 -88888
1267478709063 falkon:50161:5003_1266593975 QUEUE_50161 1267478706618 0 1267478709063 1267478709063 -1267478706618 1267478709063 0 2445 -88888
1267478709064 falkon:50161:6117_1831562911 QUEUE_50161 1267478706683 1267478709040 1267478709064 1267478709064 2357 24 0 2381 -88888
1267478709067 falkon:50161:6119_444108425 QUEUE_50161 1267478706683 1267478709040 1267478709067 1267478709067 2357 27 0 2384 -88888
1267478709068 falkon:50161:10002_1744884619 QUEUE_50161 1267478706993 0 1267478709067 1267478709067 -1267478706993 1267478709067 0 2074 -88888
1267478709068 falkon:50161:10003_921905221 QUEUE_50161 1267478706993 0 1267478709068 1267478709068 -1267478706993 1267478709068 0 2075 -88888
1267478709069 falkon:50161:10005_1094832774 QUEUE_50161 1267478706993 0 1267478709069 1267478709069 -1267478706993 1267478709069 0 2076 -88888
1267478709073 falkon:50161:5005_467824001 QUEUE_50161 1267478706618 0 1267478709073 1267478709073 -1267478706618 1267478709073 0 2455 -88888
1267478709074 falkon:50161:13003_1413278764 QUEUE_50161 1267478707084 0 1267478709074 1267478709074 -1267478707084 1267478709074 0 1990 -88888
1267478709074 falkon:50161:7003_300478654 QUEUE_50161 1267478706850 0 1267478709074 1267478709074 -1267478706850 1267478709074 0 2224 -88888
1267478709074 falkon:50161:5006_1001331931 QUEUE_50161 1267478706618 0 1267478709074 1267478709074 -1267478706618 1267478709074 0 2456 -88888
1267478709075 falkon:50161:10007_964901079 QUEUE_50161 1267478706993 0 1267478709075 1267478709075 -1267478706993 1267478709075 0 2082 -88888
1267478709078 falkon:50161:5002_489532172 QUEUE_50161 1267478706618 0 1267478709078 1267478709078 -1267478706618 1267478709078 0 2460 -88888
1267478709080 falkon:50161:6120_714867946 QUEUE_50161 1267478706683 1267478709040 1267478709080 1267478709080 2357 40 0 2397 -88888
1267478709080 falkon:50161:5007_403649921 QUEUE_50161 1267478706618 0 1267478709080 1267478709080 -1267478706618 1267478709080 0 2462 -88888
1267478709081 falkon:50161:5008_1162721231 QUEUE_50161 1267478706618 0 1267478709081 1267478709081 -1267478706618 1267478709081 0 2463 -88888
1267478709081 falkon:50161:5009_2038896925 QUEUE_50161 1267478706618 0 1267478709081 1267478709081 -1267478706618 1267478709081 0 2463 -88888
1267478709085 falkon:50161:13004_336155472 QUEUE_50161 1267478707084 0 1267478709085 1267478709085 -1267478707084 1267478709085 0 2001 -88888
1267478709085 falkon:50161:5010_1804422211 QUEUE_50161 1267478706618 0 1267478709085 1267478709085 -1267478706618 1267478709085 0 2467 -88888
1267478709085 falkon:50161:10009_1259514705 QUEUE_50161 1267478706993 0 1267478709085 1267478709085 -1267478706993 1267478709085 0 2092 -88888
1267478709086 falkon:50161:10008_657005435 QUEUE_50161 1267478706993 0 1267478709086 1267478709086 -1267478706993 1267478709086 0 2093 -88888
1267478709096 falkon:50161:6123_357196171 QUEUE_50161 1267478706683 1267478709040 1267478709096 1267478709096 2357 56 0 2413 -88888
1267478709097 falkon:50161:10011_539696231 QUEUE_50161 1267478706993 0 1267478709097 1267478709097 -1267478706993 1267478709097 0 2104 -88888
1267478709100 falkon:50161:10006_566043418 QUEUE_50161 1267478706993 0 1267478709100 1267478709100 -1267478706993 1267478709100 0 2107 -88888
1267478709100 falkon:50161:10010_1198996648 QUEUE_50161 1267478706993 0 1267478709100 1267478709100 -1267478706993 1267478709100 0 2107 -88888
1267478709101 falkon:50161:1009_1169186775 QUEUE_50161 1267478706320 0 1267478709101 1267478709101 -1267478706320 1267478709101 0 2781 -88888
1267478709102 falkon:50161:5012_960869354 QUEUE_50161 1267478706618 0 1267478709102 1267478709102 -1267478706618 1267478709102 0 2484 -88888
1267478709102 falkon:50161:5013_1403337894 QUEUE_50161 1267478706618 0 1267478709102 1267478709102 -1267478706618 1267478709102 0 2484 -88888
1267478709103 falkon:50161:5014_322445837 QUEUE_50161 1267478706618 0 1267478709103 1267478709103 -1267478706618 1267478709103 0 2485 -88888
1267478709103 falkon:50161:5015_1626568792 QUEUE_50161 1267478706618 0 1267478709103 1267478709103 -1267478706618 1267478709103 0 2485 -88888
1267478709103 falkon:50161:1005_156138008 QUEUE_50161 1267478706320 0 1267478709103 1267478709103 -1267478706320 1267478709103 0 2783 -88888
1267478709104 falkon:50161:7002_1390250627 QUEUE_50161 1267478706850 0 1267478709104 1267478709104 -1267478706850 1267478709104 0 2254 -88888
1267478709105 falkon:50161:1007_767651596 QUEUE_50161 1267478706320 0 1267478709105 1267478709105 -1267478706320 1267478709105 0 2785 -88888
1267478709106 falkon:50161:1008_1621918617 QUEUE_50161 1267478706320 0 1267478709106 1267478709106 -1267478706320 1267478709106 0 2786 -88888
1267478709107 falkon:50161:10012_2146563020 QUEUE_50161 1267478706993 0 1267478709107 1267478709107 -1267478706993 1267478709107 0 2114 -88888
1267478709107 falkon:50161:6124_1512238292 QUEUE_50161 1267478706683 1267478709040 1267478709107 1267478709107 2357 67 0 2424 -88888
1267478709108 falkon:50161:6126_506780140 QUEUE_50161 1267478706683 1267478709040 1267478709107 1267478709107 2357 67 0 2424 -88888
1267478709136 falkon:50161:5011_852622915 QUEUE_50161 1267478706618 0 1267478709136 1267478709136 -1267478706618 1267478709136 0 2518 -88888
1267478709136 falkon:50161:6127_768482331 QUEUE_50161 1267478706683 1267478709040 1267478709136 1267478709136 2357 96 0 2453 -88888
1267478709136 falkon:50161:4_1395385140 QUEUE_50161 1267478706274 0 1267478709136 1267478709136 -1267478706274 1267478709136 0 2862 -88888
1267478709136 falkon:50161:1010_19494912 QUEUE_50161 1267478706320 0 1267478709136 1267478709136 -1267478706320 1267478709136 0 2816 -88888
1267478709137 falkon:50161:6131_603935550 QUEUE_50161 1267478706683 1267478709040 1267478709137 1267478709137 2357 97 0 2454 -88888
1267478709138 falkon:50161:1004_1483780749 QUEUE_50161 1267478706320 0 1267478709138 1267478709138 -1267478706320 1267478709138 0 2818 -88888
1267478709141 falkon:50161:6128_919178955 QUEUE_50161 1267478706683 1267478709040 1267478709141 1267478709141 2357 101 0 2458 -88888
1267478709142 falkon:50161:1011_1261374924 QUEUE_50161 1267478706320 0 1267478709142 1267478709142 -1267478706320 1267478709142 0 2822 -88888
1267478709142 falkon:50161:6130_12763805 QUEUE_50161 1267478706683 1267478709040 1267478709142 1267478709142 2357 102 0 2459 -88888
1267478709142 falkon:50161:6129_890025044 QUEUE_50161 1267478706683 1267478709040 1267478709142 1267478709142 2357 102 0 2459 -88888
1267478709143 falkon:50161:6132_1545175471 QUEUE_50161 1267478706683 1267478709040 1267478709143 1267478709143 2357 103 0 2460 -88888
1267478709143 falkon:50161:1016_75852017 QUEUE_50161 1267478706320 0 1267478709143 1267478709143 -1267478706320 1267478709143 0 2823 -88888
1267478709144 falkon:50161:6133_1912308160 QUEUE_50161 1267478706683 1267478709040 1267478709144 1267478709144 2357 104 0 2461 -88888
1267478709144 falkon:50161:10014_1009950576 QUEUE_50161 1267478706993 0 1267478709144 1267478709144 -1267478706993 1267478709144 0 2151 -88888
1267478709145 falkon:50161:6134_1136315794 QUEUE_50161 1267478706683 1267478709040 1267478709145 1267478709145 2357 105 0 2462 -88888
1267478709146 falkon:50161:10015_1491858546 QUEUE_50161 1267478706993 0 1267478709146 1267478709146 -1267478706993 1267478709146 0 2153 -88888
1267478709146 falkon:50161:1017_649358209 QUEUE_50161 1267478706320 0 1267478709146 1267478709146 -1267478706320 1267478709146 0 2826 -88888
1267478709148 falkon:50161:1006_990931402 QUEUE_50161 1267478706320 0 1267478709148 1267478709148 -1267478706320 1267478709148 0 2828 -88888
1267478709149 falkon:50161:1015_408179204 QUEUE_50161 1267478706320 0 1267478709149 1267478709149 -1267478706320 1267478709149 0 2829 -88888
1267478709149 falkon:50161:10013_1770145866 QUEUE_50161 1267478706993 0 1267478709149 1267478709149 -1267478706993 1267478709149 0 2156 -88888
1267478709150 falkon:50161:5016_248006582 QUEUE_50161 1267478706618 0 1267478709150 1267478709150 -1267478706618 1267478709150 0 2532 -88888
1267478709150 falkon:50161:6125_1618054895 QUEUE_50161 1267478706683 1267478709040 1267478709150 1267478709150 2357 110 0 2467 -88888
1267478709151 falkon:50161:7004_1658541443 QUEUE_50161 1267478706850 0 1267478709151 1267478709151 -1267478706850 1267478709151 0 2301 -88888
1267478709152 falkon:50161:1014_514564191 QUEUE_50161 1267478706320 0 1267478709152 1267478709152 -1267478706320 1267478709152 0 2832 -88888
1267478709153 falkon:50161:1018_768305140 QUEUE_50161 1267478706320 0 1267478709153 1267478709153 -1267478706320 1267478709153 0 2833 -88888
